X	Y
2.959600e-01	1.253590e-04
2.967060e-01	5.664195e-04
2.974530e-01	4.133715e-04
2.981990e-01	-4.813249e-04
2.989460e-01	-1.913222e-04
2.996920e-01	1.402589e-04
3.004380e-01	5.913327e-06
3.011850e-01	2.482610e-04
3.019310e-01	2.056298e-04
3.026780e-01	2.794134e-04
3.034240e-01	1.691272e-04
3.041710e-01	3.040922e-04
3.049170e-01	5.338265e-04
3.056630e-01	2.554148e-04
3.064100e-01	2.684164e-04
3.071560e-01	-6.831377e-05
3.079030e-01	3.879674e-04
3.086490e-01	4.333499e-04
3.093960e-01	-5.116053e-06
3.101420e-01	4.821199e-04
3.108880e-01	5.556556e-05
3.116350e-01	-2.147011e-05
3.123810e-01	-2.071280e-04
3.131280e-01	2.520117e-04
3.138740e-01	2.209118e-04
3.146210e-01	-1.158802e-05
3.153670e-01	3.504389e-04
3.161130e-01	-5.162717e-05
3.168600e-01	-7.911254e-05
3.176060e-01	3.621949e-04
3.183530e-01	1.141737e-04
3.190990e-01	1.110674e-04
3.198460e-01	8.144355e-04
3.205920e-01	2.136495e-04
3.213390e-01	-1.069326e-04
3.220850e-01	2.251030e-04
3.228310e-01	-3.643834e-04
3.235780e-01	3.750420e-05
3.243240e-01	3.386358e-04
3.250710e-01	-3.947083e-05
3.258170e-01	3.069623e-05
3.265640e-01	1.322361e-04
3.273100e-01	1.250373e-04
3.280560e-01	2.895902e-04
3.288030e-01	1.287583e-04
3.295490e-01	-1.350716e-04
3.302960e-01	9.286493e-05
3.310420e-01	3.262303e-04
3.317890e-01	-3.614151e-05
3.325350e-01	-4.401462e-05
3.332810e-01	6.697300e-06
3.340280e-01	-3.961453e-06
3.347740e-01	1.111010e-04
3.355210e-01	-9.345818e-05
3.362670e-01	-1.592025e-04
3.370140e-01	1.505020e-05
3.377600e-01	3.951034e-04
3.385060e-01	1.052144e-04
3.392530e-01	-1.270798e-04
3.399990e-01	2.926859e-04
3.407460e-01	-1.210195e-04
3.414920e-01	3.818395e-04
3.422390e-01	-2.930230e-04
3.429850e-01	5.210917e-04
3.437310e-01	1.761260e-06
3.444780e-01	5.956750e-04
3.452240e-01	-4.145698e-04
3.459710e-01	-7.565443e-05
3.467170e-01	-2.825982e-04
3.474640e-01	3.646702e-04
3.482100e-01	5.141742e-04
3.489560e-01	-2.768042e-04
3.497030e-01	5.819499e-05
3.504490e-01	-4.148880e-04
3.511960e-01	2.012062e-04
3.519420e-01	3.415947e-06
3.526890e-01	7.372858e-04
3.534350e-01	3.534201e-05
3.541810e-01	-7.421673e-06
3.549280e-01	3.023958e-04
3.556740e-01	2.726922e-04
3.564210e-01	3.962799e-04
3.571670e-01	2.039228e-04
3.579140e-01	-8.824735e-05
3.586600e-01	6.010054e-04
3.594060e-01	2.429638e-04
3.601530e-01	1.095450e-04
3.608990e-01	-3.780245e-05
3.616460e-01	3.212016e-04
3.623920e-01	3.777197e-04
3.631390e-01	-6.688994e-04
3.638850e-01	-4.159540e-04
3.646310e-01	3.268079e-04
3.653780e-01	6.050455e-04
3.661240e-01	7.028166e-04
3.668710e-01	3.057086e-04
3.676170e-01	-2.536218e-04
3.683640e-01	2.398289e-05
3.691100e-01	-1.304346e-04
3.698570e-01	-2.776375e-05
3.706030e-01	3.765527e-06
3.713490e-01	-1.086875e-04
3.720960e-01	-7.613896e-05
3.728420e-01	-4.754813e-05
3.735890e-01	1.384447e-05
3.743350e-01	3.771229e-04
3.750820e-01	3.257415e-05
3.758280e-01	5.531785e-04
3.765740e-01	5.519931e-04
3.773210e-01	-4.003862e-04
3.780670e-01	2.910628e-04
3.788140e-01	7.946195e-04
3.795600e-01	3.672989e-05
3.803070e-01	2.292399e-04
3.810530e-01	5.620904e-04
3.817990e-01	-1.605325e-04
3.825460e-01	1.268616e-04
3.832920e-01	4.877213e-04
3.840390e-01	6.181967e-04
3.847850e-01	-7.754305e-04
3.855320e-01	2.092571e-04
3.862780e-01	6.560474e-04
3.870240e-01	-2.928561e-04
3.877710e-01	-2.004691e-04
3.885170e-01	-1.994339e-04
3.892640e-01	3.661560e-04
3.900100e-01	8.016340e-05
3.907570e-01	4.946718e-04
3.915030e-01	7.108529e-04
3.922490e-01	7.526829e-04
3.929960e-01	1.507241e-04
3.937420e-01	-5.533400e-04
3.944890e-01	-5.841369e-05
3.952350e-01	6.351018e-05
3.959820e-01	3.250741e-04
3.967280e-01	-1.571411e-04
3.974740e-01	1.279787e-03
3.982210e-01	-1.275248e-04
3.989670e-01	2.376401e-04
3.997140e-01	4.884030e-04
4.004600e-01	1.131173e-03
4.012070e-01	-1.509404e-05
4.019530e-01	6.896529e-04
4.026990e-01	6.510069e-04
4.034460e-01	2.292092e-04
4.041920e-01	8.094682e-04
4.049390e-01	3.415847e-06
4.056850e-01	8.948767e-04
4.064320e-01	-7.413077e-04
4.071780e-01	3.040396e-04
4.079240e-01	-4.223658e-04
4.086710e-01	2.261300e-04
4.094170e-01	-2.373048e-04
4.101640e-01	1.477756e-04
4.109100e-01	3.215093e-04
4.116570e-01	-4.821079e-04
4.124030e-01	8.520360e-06
4.131500e-01	-4.190895e-05
4.138960e-01	-5.794112e-04
4.146420e-01	-5.281194e-04
4.153890e-01	-6.678451e-04
4.161350e-01	8.006477e-04
4.168820e-01	-3.862158e-04
4.176280e-01	1.189167e-03
4.183750e-01	3.024865e-04
4.191210e-01	-6.193694e-04
4.198670e-01	-4.228699e-04
4.206140e-01	-4.263826e-04
4.213600e-01	-1.142964e-04
4.221070e-01	-4.506703e-05
4.228530e-01	-8.282198e-05
4.236000e-01	1.674591e-03
4.243460e-01	-2.024926e-04
4.250920e-01	-1.094495e-03
4.258390e-01	1.337942e-04
4.265850e-01	-2.383692e-04
4.273320e-01	-2.435771e-04
4.280780e-01	-1.268302e-04
4.288250e-01	1.107463e-04
4.295710e-01	-6.503846e-04
4.303170e-01	3.113705e-04
4.310640e-01	-8.213007e-04
4.318100e-01	4.797338e-05
4.325570e-01	1.099591e-03
4.333030e-01	2.336175e-04
4.340500e-01	1.007924e-03
4.347960e-01	-9.330876e-04
4.355420e-01	-4.112518e-05
4.362890e-01	1.483286e-03
4.370350e-01	1.166286e-03
4.377820e-01	4.774382e-04
4.385280e-01	8.267333e-04
4.392750e-01	-9.596865e-04
4.400210e-01	-1.481840e-06
4.407670e-01	-3.005032e-04
4.415140e-01	5.687402e-04
4.422600e-01	8.992605e-04
4.430070e-01	-4.646964e-04
4.437530e-01	1.916313e-03
4.445000e-01	-5.780955e-04
4.452460e-01	3.616656e-04
4.459920e-01	-5.124032e-04
4.467390e-01	2.505235e-04
4.474850e-01	1.389718e-03
4.482320e-01	1.378338e-03
4.489780e-01	-1.392515e-03
4.497250e-01	9.604470e-04
4.504710e-01	8.666061e-04
4.512170e-01	3.697534e-04
